№ проекта|№ в ERP:|Отдел|Статус|Дата(КД)|Лазер|Н/час сб.|Этап|кол-во|Отгр.|Вес|Сост.|
2006103|ПУ00-000327|КТ|отгружено|06.10.2020|л|2&||1|05.11.2020|58&|кольца|103-0327`0:46:00`100 %``0:00:00`
на лазер для гофры|Отдел технолога\В работе\Заказы для соб-ственных нужд\ПУ00-000401|ПР|к производству|25.11.2020|р|0,5&||1|26.11.2020|4&|З+(келаст) |24.11.2020`24.11.2020
1404134|ПУ00-000359|КТ|отгружено|02.11.2020|л|2&||1|20.11.2020|53&||18.11.2020`18.11.2020
2007008|ПУ00-000284|КЛ|к производству|22.09.2020|л|110&||14|30.11.2020|1645&|З+ |07.11.2020`08.12.2020
1211127|ПУ00-000399|КТ|отгружено|25.11.2020|р|0,1&||1|30.11.2020|6&|хомуты|04.12.2020`04.12.2020
1205076|ПУ00-000398|КТ|отгружено|25.11.2020|л|0,1&||1|30.11.2020|16&|хомуты|07.12.2020`07.12.2020
1910089|ПУ00-000551|АО|отгружено|11.09.2020|л|480&||24|23.11.2020|17040&|З+ ПКК сообщить когда этот проект на сборку возьмем в работу.|17.09.2020`10.11.2020
1706129|ПУ00-000391|КТ|отгружено|20.11.2020|л|2&||1|25.11.2020|59&||
1908165|ПУ00-000570|АО|отгружено|18.09.2020|л|1&||3|25.11.2020|2484&|З+ Детали установки аппаратов паровой очистки трубного пучка экономайзера 1.1-1.7 на монтажеПКК сообщить когда этот проект на сборку возьмем в работу.|
2006120|ПУ00-000365|ШГ|к производству|13.11.2020|р|162&||1|01.12.2020|3194&|З+ |30.11.2020`28.12.2020
2008084|ПУ00-000330|ЛК|приостановлен|09.10.2020|л|10&||8|18.11.2020|80&|З+(келаст) |16.11.2020`17.11.2020
2006120|ПУ00-000364|ШГ|к производству|16.11.2020|л|61&||1|01.12.2020|1250&|З+ |02.12.2020`18.12.2020
1908107|ПУ00-000186|КТ|отгружено|15.05.2020||120&||16|26.11.2020|4430&|ПКК сообщить когда этот проект на сборку возьмем в работу.|02.07.2020`26.11.2020
2010023|ПУ00-000360|КЛ|к производству|12.11.2020|л|24&||1|01.12.2020|87&|З+ |26.11.2020`07.12.2020
2006120|ПУ00-000358|ШГ|к производству|02.11.2020|л|218,6||2|01.12.2020|6590|З+ |23.11.2020`22.12.2020
2006120|ПУ00-000326|ШГ|к производству|28.10.2020|л|121,1||5|01.12.2020|1130|З+ |31.10.2020`16.12.2020
2009118|ПУ00-000345|ШГ|отгружено|26.10.2020|л|10&||2|30.11.2020|30&|З+ |25.11.2020`25.11.2020
1404134|ПУ00-000388|КТ|отгружено|18.11.2020|л|2&||10|01.12.2020|70&|хомуты|27.11.2020`27.11.2020
1908165|ПУ00-000571|АО|к производству|18.09.2020|л|1&||3|01.12.2020|2484&|З+ Детали установки аппаратов паровой очистки трубного пучка экономайзера 1.1-1.7 на монтажеПКК сообщить когда этот проект на сборку возьмем в работу.|27.10.2020`27.10.2020
2007043|ПУ00-000329|КЛ|к производству|16.11.2020|р|58&||1|03.12.2020|862&|З+ |14.12.2020`25.12.2020
1906065|ПУ00-000999|КТ|подготовка|||9&|-|2|06.12.2020|330&|предварительная заявка|25.12.2020`28.12.2020
2006028|ПУ00-000411|ПР|отгружено|07.12.2020||0,01&||48|07.12.2020|1&|З+(келаст) |07.12.2020`08.12.2020
2007154|ПУ00-000412|ЛА|отгружено|08.12.2020||0,001||1|08.12.2020|0,001|З+(келаст) |`
2007090|ПУ00-000999|ШГ|подготовка|||4&|-|1|12.12.2020|88&|предварительная заявка|14.01.2021`15.01.2021
1908079|ПУ00-000382|ЛК|отгружено|12.11.2020|р|28&||2|02.12.2020|228&|З+(келаст) |23.11.2020`30.11.2020
1511003|ПУ00-000999|КТМ|подготовка|||624&|-|112|12.12.2020|28 668&|предварительная заявка|26.12.2020`12.03.2021
1911031|ПУ00-000999|ЛК|подготовка|||1120&|-|94|12.12.2020|7500&|предварительная заявкаПКК сообщить когда этот проект на сборку возьмем в работу.|26.12.2020`13.04.2021
1304007|ПУ00-000316|КТ|отгружено|25.09.2020|л|2&||90|01.12.2020|66,6&|хомуты, кольца|12.11.2020`12.11.2020
1504065|ПУ00-000407|КТ|отгружено|02.12.2020||0,1&||1|07.12.2020|2,5&|кольцо|02.12.2020`02.12.2020
1910089|ПУ00-000404|АО|к производству|27.11.2020|л|9&||24|14.12.2020|280&|З+ ПКК сообщить когда этот проект на сборку возьмем в работу.|14.12.2020`15.12.2020
1911140|ПУ00-000386|КТ|к производству|16.11.2020|л|8&||1|14.12.2020|39&||08.12.2020`08.12.2020
1809070|ПУ00-000397|КТ|к производству|25.11.2020||68&||6|15.12.2020|2520&||14.01.2021`26.01.2021
1801117|ПУ00-000394|КТ?|подготовка|14.12.2020|||-|2|16.12.2020|||`
2007154|ПУ00-000417|ЛА|подготовка|14.12.2020|||-|1|16.12.2020|||`
1806048|ПУ00-000378|КТ|к производству|25.11.2020|л|4&||32|16.12.2020|54,4&|хомуты|15.12.2020`15.12.2020
2009001|ПУ00-000999|КТ|подготовка|||9&|-|4|18.12.2020|348&|предварительная заявка 01,02 поз.|24.12.2020`25.12.2020
2007155|ПУ00-000413|ПР|к производству|09.12.2020|н|0,01|-|1|21.12.2020|0,1||19.12.2020`19.12.2020
1907079|ПУ00-000387|КТ|отгружено|25.11.2020|р|1&||2|21.12.2020|16&|хомуты|07.12.2020`07.12.2020
2009029|ПУ00-000370|ЛК|к производству|18.11.2020||50&||6|21.12.2020|408&|З+(келаст) |03.02.2021`11.02.2021
2009029|ПУ00-000369|ЛК|к производству|18.11.2020||50&||6|21.12.2020|408&|З+(келаст) |01.02.2021`09.02.2021
2005139|ПУ00-000354|КЛ|к производству|09.11.2020|л|96&||1|21.12.2020|1441&|З+ |07.12.2020`11.12.2020
ПН.20.068|Отдел технолога\В работе\Заказы для соб-ственных нужд\ПУ00-000409|ПР|приостановлен|04.12.2020||0,01||1|22.12.2020|4|З+(келаст) Вал ведущий привода шпинделя станка КУСОН-3|`
2002030|ПУ00-000071|КЛ|к производству|02.12.2020||77&||12|21.12.2020|1029&|З+ Прошу уделить особое внимание по этому проекту. Оборудование должно быть отгружено в 20х числах декабря. |14.12.2020`25.12.2020
2010134|ПУ00-000402|ШГ|к производству|27.11.2020||12&||2|24.12.2020|40&|З+ |28.12.2020`29.12.2020
1910089|ПУ00-000552|АО|к производству|11.09.2020|л|522&||24|25.12.2020|17040&|З+ ПКК сообщить когда этот проект на сборку возьмем в работу.|14.09.2020`11.12.2020
2010069|ПУ00-000367|ЛК|к производству|16.11.2020|р|333&||76|25.12.2020|2702&|З+(келаст)  КЛ+ЛК  выдано не все. нет клапанов|03.12.2020`29.12.2020
1408182|ПУ00-000395|КТМ|к производству|25.11.2020|р|9&||1|28.12.2020|413&||14.12.2020`16.12.2020
1301039|ПУ00-000379|КТМ|к производству|16.11.2020||18&||1|28.12.2020|843&||29.01.2021`03.02.2021
2010088|ПУ00-000405|КЛ|к производству|08.12.2020||16&||1|30.12.2020|170&|З+ |10.02.2021`11.02.2021
2007053|ПУ00-000357|КЛ|приостановлен|26.11.2020||23&||1|21.12.2020|339&|З+ |14.12.2020`16.12.2020
2005032|ПУ00-000368|ШГ|подготовка|||179&|-|6|31.12.2020|3660&|предварительная заявка ЗИО Подольк, для мусоросжигательного завода.|24.12.2020`05.02.2021
1908165|ПУ00-000342|АО|к производству|12.10.2020|л|0,001&||3|09.01.2021|2484&|З+(келаст) ПКК сообщить когда этот проект на сборку возьмем в работу.   это доработка для 568|14.10.2020`14.10.2020
ПУ00-000390|Отдел технолога\В работе\БСИ\ПУ00-000390|ЛА|отгружено|19.11.2020||0&||50000|31.12.2020|0,001&|З+(келаст)  Шайба нерж диам 25 мм для БСИ  шайбы можно резать ил листа 1мм ст-8х13 ,замену согласовала , закупать металл под них не будем специально в РС заменю |`
2001029|ПУ00-000408|КТМ|к производству|02.12.2020|р|86&||12|11.01.2021|3942&||14.12.2020`26.12.2020
1910219|ПУ00-000045|КЛ|приостановлен|||494&|-|21|30.12.2020|5932&|предварительная заявка, см.1906147 Коллеги, добрый день. прошу приостановить любые работы по данному проекту. О запуске данного проекта в работу вы будете оповещены письмом. |18.01.2021`08.02.2021
2005159|ПУ00-000380|КТ|отгружено|16.11.2020|л|5&||8|11.01.2021|170&||07.12.2020`07.12.2020
1804080|ПУ00-000375|КТ|к производству|09.12.2020||75&|-|9|11.01.2021|2762&| |08.02.2021`19.02.2021
1804080|ПУ00-000385|ЛК|к производству|09.12.2020||8&|-|1|11.01.2021|62&| |25.01.2021`25.01.2021
1911031|ПУ00-000377|КТ|к производству|09.11.2020|л|45&||1|11.01.2021|1680&|Проект по ПКК, приемка до покраски обязательна. ПКК сообщить когда этот проект на сборку возьмем в работу.|03.12.2020`10.12.2020
1602085|ПУ00-000393|КТ|подготовка|||127&|-|6|15.01.2021|4688&|предварительная заявка|29.01.2021`09.02.2021
2009069|ПУ00-000372|КЛ|к производству|24.11.2020||1339&|-|1|18.01.2021|20436&|З+ З+ |21.12.2020`05.02.2021
1301039|ПУ00-000999|КТМ|подготовка|||14&|-|1|22.01.2021|650&|предварительная заявка|18.12.2020`13.01.2021
2001126|ПУ00-000171|КЛ|к производству|19.05.2020|л|740&||44|27.01.2021|11052&|З+ ПКК сообщить когда этот проект на сборку возьмем в работу.|20.11.2020`04.02.2021
2009126|ПУ00-000410|КТМ|к производству|07.12.2020||56&||3|28.01.2021|2589&||10.02.2021`18.02.2021
2009126|ПУ00-000415|КТМ|к производству|11.12.2020||78&|-|9|28.01.2021|2892&| 01,02 + рама поз.|10.02.2021`23.02.2021
1808035|ПУ00-000999|КТ|подготовка|||35&|-|6|29.01.2021|1300&|предварительная заявка|18.01.2021`22.01.2021
2005139|ПУ00-000999|КЛ|подготовка|||220&|-|1|01.02.2021|3283&|предварительная заявка|11.01.2021`30.01.2021
2001029|ПУ00-000999|КТ|подготовка|||18&|-|2|02.02.2021|650&|предварительная заявка|10.02.2021`12.02.2021
1408182|ПУ00-000999|КТМ|подготовка|||9&|-|1|05.02.2021|425&|предварительная заявка|27.01.2021`02.02.2021
2001031|ПУ00-000371|КЛ|к производству|30.11.2020||83&||4|05.02.2021|640&|З+  Прошу учесть все проблемы которые были при изготовлении прошлых аналогичных клапанов|22.12.2020`13.01.2021
2007106|ПУ00-000363|КТ|к производству|10.11.2020|р|440&||111|09.02.2021|16240&||17.12.2020`11.03.2021
1912044|ПУ00-000999|КЛ|подготовка|||307&|-|6|11.02.2021|4583&|предварительная заявка|21.12.2020`25.01.2021
1909101|ПУ00-000416|ШГ|подготовка|||144&|-|6|15.02.2021|2955&|предварительная заявка|`
1906147|ПУ00-000015|ГХ|приостановлен|20.01.2020|л|295||12|30.03.2021|10303&|З+(келаст) ПКК сообщить когда этот проект на сборку возьмем в работу.|08.03.2021`26.03.2021
1906147|ПУ00-000062|ЛК|приостановлен|07.02.2020|л|51||4|30.03.2021|170|З+ ПКК сообщить когда этот проект на сборку возьмем в работу.|06.07.2020`09.03.2021
1906147|ПУ00-000082|ПР|приостановлен|04.03.2020|л|36&||672|30.03.2021|415&|З+(келаст) ПКК сообщить когда этот проект на сборку возьмем в работу.|`
2006128|ПУ00-000403|АО|подготовка|||136&|-|3|19.02.2021|4125&|предварительная заявка|10.02.2021`22.02.2021
2012001|ПУ00-000406|АО|подготовка|||89&|-|2|20.02.2021|2700&|предварительная заявка|04.02.2021`19.02.2021
2011001|ПУ00-000999|ЛК|подготовка|||16&|-|1|22.02.2021|134&|предварительная заявка|15.02.2021`16.02.2021
1504065|ПУ00-000999|КТ|подготовка|||3&|-|6|22.02.2021|110&|предварительная заявка|29.12.2020`29.12.2020
2011007|ПУ00-000414|КЛ|подготовка|||229&|-|3|01.03.2021|3063&|предварительная заявка|08.02.2021`18.03.2021
1603107|ПУ00-000999|КТ|подготовка|||26&|-|48|19.03.2021|954&|предварительная заявка|01.02.2021`04.02.2021
2002153|ПУ00-000160|КЛ|приостановлен|||652&|-|2|22.07.2021|9740&|предварительная заявка|05.04.2021`31.05.2021
2002153|ПУ00-000161|КЛ|приостановлен|||727&|-|18|22.07.2021|10858&|предварительная заявка|05.04.2021`31.05.2021
1906015|ПУ00-000127|ШГ|приостановлен|22.05.2020|л|143&||6|26.08.2021|3118&|З+ ПКК сообщить когда этот проект на сборку возьмем в работу.|25.06.2021`16.07.2021
1906015|ПУ00-000128|ШГ|приостановлен|22.05.2020|л|172&||6|23.09.2021|3524&|З+ ПКК сообщить когда этот проект на сборку возьмем в работу.|08.02.2021`09.03.2021
1806086|ПУ00-000377|КЛ|подготовка|||1863&|-|46|25.06.2021|27828&||05.04.2021`25.06.2021
